"","x"
"2332",1
"2333",0
"2334",0
"2335",0
"2336",0
"2337",0
"2338",6
"2339",2
"2340",0
"2341",2
"2342",0
"2343",3
"2344",2
"2345",0
"2346",0
"2347",0
"2348",0
"2349",0
"2350",0
"2351",0
"2352",1
"2353",0
"2354",0
"2355",0
"2356",2
"2357",0
"2358",1
"2359",0
"2360",2
"2361",2
"2362",0
"2363",0
"2364",0
"2365",0
"2366",0
"2367",0
"2368",0
"2369",0
"2370",0
"2371",0
"2372",7
"2373",0
"2374",0
"2375",0
"2376",0
"2377",0
"2378",0
"2379",0
"2380",0
"2381",0
"2382",0
"2383",0
"2384",22
"2385",0
"2386",0
"2387",0
"2388",2
"2389",0
"2390",0
"2391",0
"2392",0
"2393",0
"2394",5
"2395",4
"2396",0
"2397",0
"2398",1
"2399",0
"2400",0
"2401",0
"2402",0
"2403",0
"2404",9
"2405",3
"2406",1
"2407",0
"2408",1
"2409",0
"2410",0
"2411",4
"2412",1
"2413",1
"2414",1
"2415",0
"2416",0
"2417",0
"2418",0
"2419",2
"2420",1
"2421",0
"2422",0
"2423",0
"2424",0
"2425",0
"2426",0
"2427",0
"2428",0
"2429",0
"2430",0
"2431",1
"2432",1
"2433",0
"2434",49
"2435",0
"2436",0
"2437",3
"2438",0
"2439",0
"2440",0
"2441",3
"2442",0
"2443",57
"2444",0
"2445",0
"2446",0
"2447",0
"2448",0
"2449",0
"2450",1
"2451",0
"2452",0
"2453",3
"2454",0
"2455",0
"2456",2
"2457",0
"2458",0
"2459",0
"2460",0
"2461",3
"2462",0
"2463",1
"2464",1
"2465",0
"2466",0
"2467",0
"2468",0
"2469",0
"2470",17
"2471",0
"2472",12
"2473",0
"2474",0
"2475",0
"2476",0
"2477",0
"2478",0
"2479",0
"2480",4
"2481",0
"2482",0
"2483",0
"2484",0
"2485",0
"2486",1
"2487",1
"2488",0
"2489",0
"2490",0
"2491",0
"2492",22
"2493",0
